AI Predicts if Good Times Are Rolling Your Way!,AI Predicts if Good Times Are Rolling Your Way!,AIは、良い時代がやってくるかどうかを予測します!,يتنبأ الذكاء الاصطناعي بما إذا كانت الأوقات الجيدة تسير في طريقك!,"AI sagt voraus, ob sich gute Zeiten für Sie ergeben!",¡La IA predice si los buenos tiempos están rodando a tu manera!,IA prédit si les bons moments roulent sur votre chemin!,IA Prevê se bons tempos estão rolando em seu caminho!,AI คาดการณ์ว่าช่วงเวลาดีๆ จะกลิ้งไปตามทางของคุณหรือไม่!,AI dự đoán nếu thời điểm tốt đang lăn theo cách của bạn!,AI預測好時光是否在向你走來！,,,,,,,,,
Comprehensive Analysis,Comprehensive Analysis,包括的な分析,تحليل شامل,Umfassende Analyse,Análisis Completo,Analyse complète,Análise abrangente,การวิเคราะห์ที่ครอบคลุม,Phân tích toàn diện,綜合分析,,,,,,,,,
Your Love Report is Ready!,Your Love Report is Ready!,ラブレポートの準備ができました!,تقرير حبك جاهز!,Ihr Liebesbericht ist fertig!,¡Tu Informe De Amor Está Listo!,Votre rapport d'amour est prêt!,Seu Relatório De Amor Está Pronto!,รายงานความรักของคุณพร้อมแล้ว!,Báo cáo tình yêu của bạn đã sẵn sàng!,你的愛情報告已經準備好了！,,,,,,,,,
See You Clearly at a Glance!,See You Clearly at a Glance!,一目でわかる!,أراك بوضوح في لمحة!,Wir sehen uns auf einen Blick!,¡Nos Vemos Claramente De Un Vistazo!,Voyez-vous clairement en un coup d'œil!,Vejo você claramente em um relance!,เห็นคุณชัดเจนในพริบตา!,Hẹn gặp lại bạn rõ ràng trong nháy mắt!,一目瞭然！,,,,,,,,,
What's Your Secret Personality Vibe? 😎,What's Your Secret Personality Vibe? 😎,あなたの秘密の性格の雰囲気は何ですか? 😎,ما هي شخصيتك السرية ؟ 😎,Was's Your Secret Personality Vibe? 😎,¿Cuál Es Tu Vibra De Personalidad Secreta? 😎,Quelle est votre ambiance de personnalité secrète? 😎,Qual É A Sua Vibe De Personalidade Secreta? 😎,บรรยากาศบุคลิกภาพลับของคุณคืออะไร? 😎,Rung cảm tính cách bí mật của bạn là gì? 😎,你的祕密個性是什麼？ 😎,,,,,,,,,
Click to See Analysis Report,Click to See Analysis Report,クリックして分析レポートを見る,انقر لرؤية تقرير التحليل,"Klicken Sie hier, um den Analysebericht zu sehen",Haga clic para ver el informe de análisis,Cliquez pour voir le rapport d'analyse,Clique para ver o relatório de análise,คลิกเพื่อดูรายงานการวิเคราะห์,Bấm để xem báo cáo phân tích,點擊查看分析報告,,,,,,,,,
AI Simulates Your Love Story,AI Simulates Your Love Story,AIがあなたのラブストーリーをシミュレーション,AI يحاكي قصة حبك,KI simuliert Ihre Liebesgeschichte,La IA simula tu historia de amor,IA simule votre histoire d'amour,IA Simula sua história de amor,AI จำลองเรื่องราวความรักของคุณ,AI mô phỏng câu chuyện tình yêu của bạn,AI模擬你的愛情故事,,,,,,,,,
Loading……,Loading……,読み込み中...,جاري التحميل......,Laden.....,Cargando......,Chargement......,Carregando … …,กำลังโหลด.....,Đang tải......,加載中……,,,,,,,,,
"Create Your ""Love Test Resume"" Now! 💌","Create Your ""Love Test Resume"" Now! 💌",今すぐあなたの「恋愛テスト履歴書」を作成しましょう! 💌,"قم بإنشاء ""استئناف اختبار الحب"" الآن! 💌","Erstellen Sie jetzt Ihren ""Love Test Resume""! 💌","¡Crea Tu ""Resume De Prueba De Amor"" Ahora! 💌","Créez votre ""CV de test d'amour"" maintenant! 💌","Crie Seu ""Currículo De Teste De Amor"" Agora! 💌","สร้าง ""การทดสอบความรักต่อ"" ของคุณตอนนี้! 💌","Tạo ""Hồ sơ kiểm tra tình yêu"" của bạn ngay bây giờ! 💌",立即創建您的“愛情測試簡歷”！ 💌,,,,,,,,,
Dating Partner,Dating Partner,デートパートナー,يؤرخ شريك,Dating-Partner,Compañero de citas,Partenaire de rencontre,Parceiro de namoro,คู่เดท,Đối tác hẹn hò,約會對象,,,,,,,,,
You Picked Her. Now Hear What Your Goddess Thinks... 👑,You Picked Her. Now Hear What Your Goddess Thinks... 👑,あなたは彼女を選びました。今、あなたの女神の考えを聞いてください。。。 👑,أنت اخترتها. الآن اسمع ما تعتقده إلهتك... 👑,Du hast sie ausgewählt. Jetzt höre Was deine Göttin denkt... 👑,La Elegiste. Ahora Escucha Lo Que Piensa Tu Diosa... 👑,"Vous l'avez choisie. Maintenant, écoutez ce que pense votre déesse 👑",Você A Escolheu. Agora Ouça O Que Sua Deusa Pensa... 👑,คุณเลือกเธอ ตอนนี้ได้ยินสิ่งที่เทพธิดาของคุณคิด.. 👑,Bạn đã chọn cô ấy. Bây giờ hãy nghe Nữ thần của bạn nghĩ gì... 👑,你選了她。現在聽聽你的女神怎麼想… 👑,,,,,,,,,
"She tells you: ""You're a little bad, I like it.""","She tells you: ""You're a little bad, I like it.""",彼女はあなたに言います:「あなたは少し悪いです、私はそれが好きです。」,"تقول لك: ""أنت سيء بعض الشيء ، أحب ذلك"".","Sie sagt dir: ""Du bist ein bisschen böse, das gefällt mir"".","Ella te dice: ""Eres un poco malo, me gusta"".","Elle vous dit : ""Tu es un peu mauvais, j'aime ça"".","Ela diz: ""Você é um pouco ruim, eu gosto.""","เธอบอกคุณว่า: ""คุณแย่ไปหน่อยฉันชอบมัน""","Cô ấy nói với bạn: ""Bạn hơi tệ, tôi thích nó"".",她告訴你：“你有點壞，我喜歡。”,,,,,,,,,
Today's Leading Lady is Her～😏,Today's Leading Lady is Her～😏,今日の主役は彼女です～😏,~ سيدة اليوم الرائدة هي😏,Die heutige Hauptdarstellerin ist ihr ~😏,La Dama Principal de Hoy es Ella😏,La principale dame d'aujourd'hui est à elle😏,A protagonista de hoje é ela ~😏,ผู้หญิงชั้นนำของวันนี้คือเธอ ~😏,Người phụ nữ hàng đầu hôm nay là cô ấy ~😏,今天的女主角是她~😏,,,,,,,,,
"Don't look at me, I'll get shy~","Don't look at me, I'll get shy~",私を見ないで、恥ずかしがるよー,لا تنظر إلي ، سأخجل ~,"Sieh mich nicht an, ich werde schüchtern ~","No me mires, me pondré tímido ~","Ne me regarde pas, je vais devenir timide ~","Não olhe para mim, vou ficar tímido ~",อย่ามองมาที่ฉันฉันจะอาย ~,"Đừng nhìn tôi, tôi sẽ ngại ~",不要看我，我會害羞的~,,,,,,,,,
Who's Snagging the Best Seat for Movie Night? 🤔,Who's Snagging the Best Seat for Movie Night? 🤔,映画の夜に最適な席を確保しているのは誰ですか? 🤔,من الذي سيحصل على أفضل مقعد في ليلة الفيلم ؟ 🤔,Wer schnappt sich den besten Platz für den Filmabend? 🤔,¿Quién se lleva el mejor asiento para la noche de cine? 🤔,Qui a la meilleure place pour une soirée cinéma? 🤔,Quem está conseguindo o melhor lugar para uma noite de cinema? 🤔,ใครขัดขวางที่นั่งที่ดีที่สุดสำหรับคืนหนัง? 🤔,Ai đang giành được chỗ ngồi tốt nhất cho đêm chiếu phim? 🤔,誰在爭奪電影之夜的最佳座位？ 🤔,,,,,,,,,
You even ordered popcorn~,You even ordered popcorn~,ポップコーンまで注文しましたー,حتى أنك طلبت الفشار ~,Du hast sogar Popcorn bestellt ~,Incluso pediste palomitas de maíz ~,Vous avez même commandé du pop-corn ~,Você até pediu pipoca ~,คุณยังสั่งป๊อปคอร์น ~,Bạn thậm chí còn gọi bỏng ngô ~,你還點了爆米花~,,,,,,,,,
What's Your Success Rate? 🎯Do They Say 'Yes' or 'Next'? 🤔,What's Your Success Rate? 🎯Do They Say 'Yes' or 'Next'? 🤔,あなたの成功率は何ですか?🎯彼らは「はい」または「次」と言いますか? 🤔,"ما هو معدل نجاحك ؟ 🎯 يقولون ""نعم"" أو ""التالي"" ؟ 🤔",Was ist Ihre Erfolgsquote? 🎯Sagen sie Ja oder Weiter? 🤔,¿Cuál Es Tu Tasa De Éxito? 🎯¿Dicen 'Sí' o 'Siguiente'? 🤔,"Quel est votre taux de réussite? 🎯disent-ils ""Oui"" ou ""Suivant""? 🤔",Qual é a sua taxa de sucesso? 🎯Eles dizem 'Sim' ou 'Próximo'? 🤔,อัตราความสำเร็จของคุณคืออะไร?🎯พวกเขาพูดว่า 'ใช่' หรือ 'ถัดไป' หรือไม่? 🤔,Tỷ lệ thành công của bạn là bao nhiêu? 🎯Họ nói 'Có' hay 'Tiếp theo'? 🤔,你的成功率是多少？他們🎯說“是”還是“下一個”？ 🤔,,,,,,,,,
Your Avatar is Displayed on the Goddess's Phone Wallpaper!,Your Avatar is Displayed on the Goddess's Phone Wallpaper!,女神のスマホの壁紙にあなたのアバターが表示されます!,يتم عرض الصورة الرمزية الخاصة بك على خلفية هاتف الإلهة!,Dein Avatar wird auf dem Handy-Hintergrundbild der Göttin angezeigt!,¡Tu Avatar se Muestra en el Fondo de Pantalla del Teléfono de la Diosa!,Votre avatar est affiché sur le fond d'écran du téléphone de la déesse!,Seu Avatar é Exibido no Papel de Parede do Telefone da Deusa!,อวตารของคุณแสดงบนวอลล์เปเปอร์โทรศัพท์ของเทพธิดา!,Hình đại diện của bạn được hiển thị trên hình nền điện thoại của nữ thần!,您的頭像顯示在女神的電話壁紙上！,,,,,,,,,
Name Matching,Name Matching,名前の一致,مطابقة الاسم,Name passend,Coincidencia de nombres,Correspondance des noms,Nome Correspondente,การจับคู่ชื่อ,Tên phù hợp,名稱匹配,,,,,,,,,
She Finds Your Name Interesting😏Test your name matching……,She Finds Your Name Interesting😏Test your name matching……,彼女はあなたの名前が面白いと思います😏あなたの名前のマッチングをテストしてください......,تجد اسمك مثيرًا للاهتمام 😏 اختبر مطابقة اسمك......,Sie findet Ihren Namen interessant😏Testen Sie Ihre Namensübereinstimmung.....,Ella Encuentra Tu Nombre Interesante😏Prueba que tu nombre coincide......,Elle trouve votre nom intéressant😏Testez la correspondance de votre nom......,Ela acha seu nome interessante😏Teste sua correspondência de nome … …,เธอพบว่าชื่อของคุณน่าสนใจ😏ทดสอบการจับคู่ชื่อของคุณ ......,Cô ấy tìm thấy tên của bạn thú vị😏Kiểm tra tên của bạn phù hợp......,她覺得你的名字很有趣😏測試你的名字匹配……,,,,,,,,,
Your name sounds so flirty~,Your name sounds so flirty~,あなたの名前はとても軽薄に聞こえますー,اسمك يبدو غزلي جدا ~,Dein Name klingt so kokett ~,Tu nombre suena tan coqueto ~,Votre nom semble si séduisant ~,Seu nome soa tão sedutor ~,ชื่อของคุณฟังดูมาก ~,Tên của bạn nghe thật  ~,你的名字聽起來好輕浮~,,,,,,,,,
Today's Best Nickname🤔,Today's Best Nickname🤔,今日の最高のニックネーム🤔,أفضل لقب اليوم🤔,Der beste Spitzname von heute🤔,El Mejor Apodo De Hoy🤔,Le meilleur surnom d'aujourd'hui🤔,Melhor Apelido De Hoje🤔,ชื่อเล่นที่ดีที่สุดของวันนี้🤔,Biệt danh hay nhất hôm nay🤔,今日最佳暱稱🤔,,,,,,,,,
This is your nickname~,This is your nickname~,これはあなたのニックネームですー,هذا هو لقبك ~,Das ist dein Spitzname ~,Este es tu apodo ~,C'est votre surnom ~,Este é o seu apelido ~,นี่คือชื่อเล่นของคุณ ~,Đây là biệt danh của bạn ~,這是你的小名~,,,,,,,,,
What's Your Nickname in Her Heart?🤔💗,What's Your Nickname in Her Heart?🤔💗,あなたの心の中のニックネームは何ですか?🤔💗,ما هو لقبك في قلبها ؟🤔💗,Was ist Ihr Spitzname in ihrem Herzen?🤔💗,¿Cuál Es Tu Apodo En Su Corazón?🤔💗,Quel est votre surnom dans son cœur?🤔💗,Qual É O Seu Apelido No Coração Dela?🤔💗,ชื่อเล่นของคุณในใจเธอคืออะไร?🤔💗,Biệt danh của bạn trong trái tim cô ấy là gì?🤔💗,你在她心中的綽號是什麼？🤔💗,,,,,,,,,
"She says: ""You're too forward~""","She says: ""You're too forward~""","彼女は言います:「あなたはあまりにも前向きです~""","تقول: ""أنت متقدم جدًا ~""","Sie sagt: ""Du bist zu dreist ~""","Ella dice: ""Eres demasiado atrevido ~""","Elle dit : ""Tu es trop en avant ~""","Ela diz: ""Você é muito ousado ~""","เธอพูดว่า: ""คุณไปข้างหน้าเกินไป ~""","Cô ấy nói: ""Bạn quá tiến về phía trước ~""","她說：“你太前衛了~""",,,,,,,,,
A Name Compatibility Test？,A Name Compatibility Test？,名前の互換性テスト?,اختبار توافق الاسم ؟,Ein Kompatibilitätstest für Namen?,¿Una prueba de compatibilidad de nombres?,Un test de compatibilité de nom?,Um teste de compatibilidade de nome?,การทดสอบความเข้ากันได้ของชื่อ?,Kiểm tra khả năng tương thích tên?,名稱兼容性測試？,,,,,,,,,
Result: Loading...,Result: Loading...,結果:ロード中。。。,النتيجة: تحميل...,Ergebnis: Laden...,Resultado: Cargando...,Résultat : Chargement...,Resultado: Carregando...,ผลลัพธ์: กำลังโหลด..,Kết quả: Đang tải...,結果：加載…,,,,,,,,,
