原字段,en,ja,ar,de,es,fr,pt,th,vi,zh-TW,,,,,,,,,
You will be the center of attention.,You will be the center of attention.,あなたは注目の的になるでしょう。,سوف تكون مركز الاهتمام.,Sie werden im Mittelpunkt der Aufmerksamkeit stehen.,Serás el centro de atención.,Vous serez le centre d'attention.,Você será o centro das atenções.,คุณจะเป็นศูนย์กลางของความสนใจ,Bạn sẽ là trung tâm của sự chú ý.,你將成爲關注的焦點。,,,,,,,,,
Sweetness hides many truths…,Sweetness hides many truths…,甘さは多くの真実を隠している…,الحلاوة تخفي حقائق كثيرة...,Süße verbirgt viele Wahrheiten..,La dulzura esconde muchas verdades...,La douceur cache de nombreuses vérités...,A doçura esconde muitas verdades...,ความหวานซ่อนความจริงมากมาย..,Sự ngọt ngào ẩn chứa nhiều sự thật...,甜蜜隱藏了許多真相…,,,,,,,,,
Will they bless you with fortune or play a wicked little trick?,Will they bless you with fortune or play a wicked little trick?,彼らはあなたに幸運をもたらすのか、それとも邪悪な小さなトリックをするのか?,هل سيباركونك بالثروة أم يلعبون خدعة صغيرة شريرة ؟,Werden sie dich mit Glück segnen oder einen bösen kleinen Trick anwenden?,¿Te bendecirán con la fortuna o jugarán un pequeño truco perverso?,Vont-ils vous bénir avec la fortune ou jouer un petit tour méchant?,Eles vão te abençoar com fortuna ou fazer um pequeno truque perverso?,พวกเขาจะอวยพรคุณด้วยโชคลาภหรือเล่นกลเล็ก ๆ น้อย ๆ ที่ชั่วร้าย?,Họ sẽ ban phước cho bạn với tài sản hay  một trò lừa nhỏ ?,他們會給你帶來好運還是會玩一個邪惡的小把戲？,,,,,,,,,
The spirit whispers a truth your heart already knows.,The spirit whispers a truth your heart already knows.,スピリットは、あなたの心がすでに知っている真実をささやきます。,تهمس الروح بحقيقة يعرفها قلبك بالفعل.,"Der Geist flüstert eine Wahrheit, die dein Herz bereits kennt.",El espíritu susurra una verdad que tu corazón ya sabe.,L'esprit murmure une vérité que votre cœur connaît déjà.,O espírito sussurra uma verdade que seu coração já conhece.,วิญญาณกระซิบความจริงที่หัวใจของคุณ้อยู่แล้ว,Linh hồn thì thầm một sự thật mà trái tim bạn đã biết.,靈魂低語着你心中早已知曉的真相。,,,,,,,,,
A path of fortune lights up before you — success is closer than you think.,A path of fortune lights up before you — success is closer than you think.,幸運の道があなたの前に輝きます-成功はあなたが思っているよりも近いです。,طريق الحظ يضيء أمامك - النجاح أقرب مما تعتقد.,Ein Weg des Glücks leuchtet vor Ihnen auf - der Erfolg ist näher als Sie denken.,Un camino de la fortuna se ilumina ante ti: el éxito está más cerca de lo que piensas.,Un chemin de fortune s'illumine devant vous - le succès est plus proche que vous ne le pensez.,Um caminho de fortuna se ilumina antes de perceber que o sucesso está mais perto do que você pensa.,เส้นทางแห่งโชคลาภสว่างขึ้นต่อหน้าคุณ - ความสำเร็จอยู่ใกล้กว่าที่คุณคิด,Một con  mắn sáng lên trước mắt bạn - thành công gần hơn bạn nghĩ.,一條幸運的道路在你面前亮起——成功比你想象的要近。,,,,,,,,,
"The Flame of Rebirth: from every ending you rise again, burning brighter each time life tries to break you.","The Flame of Rebirth: from every ending you rise again, burning brighter each time life tries to break you.",再生の炎:すべての終わりからあなたは再び立ち上がり、人生があなたを壊そうとするたびにより明るく燃えます。,شعلة الولادة الجديدة: من كل نهاية تقوم مرة أخرى ، تحترق أكثر إشراقًا في كل مرة تحاول فيها الحياة كسرك.,"Die Flamme der Wiedergeburt: Aus jedem Ende erhebst du dich wieder und brennst jedes Mal heller, wenn das Leben versucht, dich zu brechen.","La Llama del Renacimiento: de cada final te levantas de nuevo, ardiendo más brillante cada vez que la vida intenta romperte.","La flamme de la renaissance : de chaque fin, vous vous réveillez, brûlant plus fort chaque fois que la vie essaie de vous briser.","A Chama do Renascimento: de cada final você se levanta novamente, queimando mais brilhante cada vez que a vida tenta quebrá-lo.",เปลวไฟแห่งการเกิดใหม่: จากทุกตอนจบที่คุณลุกขึ้นอีกครั้ง การเผาไหม้ที่สว่างขึ้นทุกครั้งที่ชีวิตพยายามทำลายคุณ,"Ngọn lửa tái sinh: từ mỗi kết thúc bạn lại trỗi dậy, cháy sáng hơn mỗi khi cuộc sống cố gắng phá vỡ bạn.",重生之火：從每一個結局中，你都會再次升起，每次生活試圖打破你時，你都會燃燒得更亮。,,,,,,,,,
Moonlit Prince’s Kiss,Moonlit Prince’s Kiss,月光王子のキス,قبلة الأمير المقمر,Der Kuss des Prinzen im Mondschein,Beso del príncipe iluminado por la luna,Le baiser du prince au clair de lune,Beijo Do Príncipe Luar,จูบของเจ้าชายแสงจันทร์,Nụ hôn của hoàng tử ánh trăng,月光下的王子之吻,,,,,,,,,
I’m a Witch,I’m a Witch,私は魔女です,أنا ساحرة,Ich bin eine Hexe,Soy una bruja,Je suis une sorcière,Eu sou uma bruxa,ฉันเป็นแม่มด,Tôi là một phù thủy,我是女巫,,,,,,,,,
"Candy Corn:cheerful and nostalgic, you treasure memories and always find light in the past.","Candy Corn:cheerful and nostalgic, you treasure memories and always find light in the past.",キャンディコーン:陽気でノスタルジックな、あなたは思い出を大切にし、常に過去に光を見つけます。,حلوى الذرة: البهجة والحنين ، كنت كنز الذكريات وتجد دائما الضوء في الماضي.,"Candy Corn: fröhlich und nostalgisch, Sie schätzen Erinnerungen und finden immer Licht in der Vergangenheit.","Candy Corn: alegre y nostálgico, atesoras recuerdos y siempre encuentras luz en el pasado.","Candy Corn : joyeux et nostalgique, vous chérissez des souvenirs et trouvez toujours la lumière dans le passé.","Milho Doce: alegre e nostálgico, você valoriza memórias e sempre encontra luz no passado.",แคนดี้คอร์น: ร่าเริงและคิดถึง คุณเก็บสมบัติความทรงจำและพบแสงสว่างในอดีตเสมอ,"Candy Corn: vui vẻ và hoài cổ, bạn trân trọng những kỷ niệm và luôn tìm thấy ánh sáng trong quá khứ.",玉米糖：開朗懷舊，你珍藏回憶，總能在過去找到光明。,,,,,,,,,
Golden Pumpkin Luck:fortune smiles on you; every risk brings unexpected rewards this week.,Golden Pumpkin Luck:fortune smiles on you; every risk brings unexpected rewards this week.,ゴールデンパンプキンラック:幸運はあなたに微笑みます。今週はすべてのリスクが予期せぬ報酬をもたらします。,حظ اليقطين الذهبي: الثروة تبتسم لك ؛ كل مخاطرة تجلب مكافآت غير متوقعة هذا الأسبوع.,Goldener Kürbis Glück: Das Glück lächelt dir zu; jedes Risiko bringt diese Woche unerwartete Belohnungen.,Suerte de calabaza dorada: la fortuna te sonríe; cada riesgo trae recompensas inesperadas esta semana.,Golden Pumpkin Luck : la fortune vous sourit ; chaque risque apporte des récompenses inattendues cette semaine.,Abóbora Dourada Sorte: a sorte sorri para você; cada risco traz recompensas inesperadas esta semana.,โชคฟักทองสีทอง: โชคลาภให้คุณ ทุกความเสี่ยงนำรางวัลที่ไม่คาดคิดมาให้ในสัปดาห์นี้,Golden Pumpkin Luck: tài lộc mỉm cười với bạn; mọi rủi ro đều mang lại phần thưởng bất ngờ trong tuần này.,金南瓜運：財運對你微笑；每一次冒險都會在本週帶來意想不到的回報。,,,,,,,,,
Don’t fear endings. Every shadow hides a new beginning waiting for your courage to step forward.,Don’t fear endings. Every shadow hides a new beginning waiting for your courage to step forward.,終わりを恐れないでください。すべての影は新しい始まりを隠し、あなたの勇気が前に進むのを待っています。,لا تخف من النهايات. كل ظل يخفي بداية جديدة في انتظار شجاعتك للتقدم.,"Haben Sie keine Angst vor dem Ende. Jeder Schatten verbirgt einen neuen Anfang und wartet darauf, dass dein Mut vorwärts schreitet.",No temas los finales. Cada sombra esconde un nuevo comienzo esperando que tu coraje dé un paso adelante.,Ne craignez pas les fins. Chaque ombre cache un nouveau départ en attendant que votre courage avance.,Não tema finais. Cada sombra esconde um novo começo esperando que sua coragem dê um passo à frente.,อย่ากลัวตอนจบ ทุกเงาซ่อนการเริ่มต้นใหม่รอความกล้าหาญของคุณที่จะก้าวไปข้างหน้า,Đừng sợ kết thúc. Mỗi bóng tối ẩn chứa một khởi đầu mới chờ đợi sự can đảm của bạn bước tới.,不要害怕結局。每個陰影都隱藏着一個新的開始，等待你勇往直前。,,,,,,,,,
"A stranger will cross your path, bringing both mystery and a spark of love.","A stranger will cross your path, bringing both mystery and a spark of love.",見知らぬ人があなたの道を横切り、謎と愛の火花をもたらします。,سوف يعبر شخص غريب طريقك ، ويجلب لك الغموض وشرارة الحب.,Ein Fremder wird deinen Weg kreuzen und dir sowohl ein Geheimnis als auch einen Funken Liebe bringen.,"Un extraño se cruzará en tu camino, trayendo misterio y una chispa de amor.","Un étranger croisera votre chemin, apportant à la fois du mystère et une étincelle d'amour.","Um estranho cruzará seu caminho, trazendo mistério e uma centelha de amor.",คนแปลกหน้าจะข้ามเส้นทางของคุณนำทั้งความลึกลับและประกายแห่งความรัก,"Một người lạ sẽ băng qua con đường của bạn, mang lại cả bí ẩn và một tia sáng của tình yêu.",一個陌生人會穿過你的道路，帶來神祕和愛的火花。,,,,,,,,,
"The Shadow’s Whisper: you see what others hide, reading truth in silence and power in the unseen.","The Shadow’s Whisper: you see what others hide, reading truth in silence and power in the unseen.",影のささやき:あなたは他の人が隠しているものを見て、沈黙の中で真実を読み、見えないものに力を見出します。,همس الظل: ترى ما يخفيه الآخرون ، تقرأ الحقيقة في صمت وقوة في الغيب.,"Das Flüstern des Schattens: Du siehst was andere sich verstecken, die Wahrheit in der Stille lesen und die Macht im Unsichtbaren.","El susurro de la sombra: ves lo que otros esconden, leyendo la verdad en silencio y el poder en lo invisible.","Le murmure de l'ombre : vous voyez ce que les autres cachent, lisant la vérité dans le silence et le pouvoir dans l'invisible.","O Sussurro da Sombra: você vê o que os outros escondem, lendo a verdade em silêncio e o poder no invisível.",เสียงกระซิบของเงา: คุณเห็นสิ่งที่คนอื่นซ่อน อ่านความจริงในความเงียบและอำนาจในสิ่งที่มองไม่เห็น,"The Shadow 's Whisper: bạn thấy những gì người khác che giấu, đọc sự thật trong im lặng và quyền lực trong vô hình.",影子的低語：你看到別人隱藏的東西，在沉默中閱讀真理，在看不見的地方閱讀力量。,,,,,,,,,
Vampire’s Burning Kiss,Vampire’s Burning Kiss,吸血鬼の燃えるキス,قبلة مصاص الدماء المحترقة,Der brennende Kuss des Vampirs,Beso Ardiente De Vampiro,Le baiser brûlant du vampire,Beijo Ardente Do Vampiro,จูบเผาแวมไพร์,Nụ hôn cháy bỏng của ma cà rồng,吸血鬼的燃燒之吻,,,,,,,,,
I’m a Vampire,I’m a Vampire,私は吸血鬼です,انا مصاص دماء,Ich bin ein Vampir,Soy un vampiro,Je suis un vampire,Eu sou um vampiro,ฉันเป็นแวมไพร์,Tôi là ma cà rồng,我是吸血鬼,,,,,,,,,
"Pumpkin Lollipop:creative and a little dramatic, you love attention but give warmth in return.","Pumpkin Lollipop:creative and a little dramatic, you love attention but give warmth in return.",カボチャのロリポップ:創造的で少しドラマチック、あなたは注目を愛していますが、代わりに暖かさを与えます。,اليقطين المصاصة: خلاقة ودرامية بعض الشيء ، تحب الاهتمام ولكن تعطي الدفء في المقابل.,"Pumpkin Lollipop: kreativ und ein wenig dramatisch, Sie lieben Aufmerksamkeit, geben aber Wärme zurück.","Piruleta de calabaza: creativa y un poco dramática, amas la atención pero das calidez a cambio.","Sucette à la citrouille : créative et un peu dramatique, vous aimez l'attention mais donnez de la chaleur en retour.","Pirulito de abóbora: criativo e um pouco dramático, você adora atenção, mas dá calor em troca.",ฟักทองอม: สร้างสรรค์และน่าทึ่งเล็กน้อยคุณรักความสนใจ แต่ให้ความอบอุ่นเป็นการตอบแทน,"Pumpkin Lollipop: sáng tạo và một chút kịch tính, bạn thích sự chú ý nhưng đáp lại sự ấm áp.",南瓜棒棒糖：有創意，有點戲劇性，你喜歡關注，但回報是溫暖。,,,,,,,,,
"Haunted Fortune:luck comes and goes, but your charm keeps turning mishaps into magic.","Haunted Fortune:luck comes and goes, but your charm keeps turning mishaps into magic.",ホーンテッド・フォーチュン:運は来たり去ったりしますが、あなたの魅力は不運を魔法に変え続けます。,الحظ المسكون يأتي ويذهب ، لكن سحرك يستمر في تحويل الحوادث إلى سحر.,"Haunted Fortune: Das Glück kommt und geht, aber dein Charme verwandelt Missgeschicke immer wieder in Magie.","Fortuna embrujada: la suerte va y viene, pero tu encanto sigue convirtiendo los percances en magia.","Fortune hantée : la chance va et vient, mais votre charme ne cesse de transformer les mésaventures en magie.","Sorte Assombrada: a sorte vem e vai, mas seu charme continua transformando contratempos em magia.",โชคลาภผีสิง: โชคมาและไป แต่เสน่ห์ของคุณยังคงเปลี่ยนอุบัติเหตุให้กลายเป็นเวทมนตร์,"Vận may ma ám: vận may đến và đi, nhưng sự  của bạn cứ biến rủi ro thành ma thuật.",鬧鬼的財富：運氣來來去去，但你的魅力不斷把不幸變成魔法。,,,,,,,,,
"You’ve carried too much light for others; now, let the darkness teach you how to rest.","You’ve carried too much light for others; now, let the darkness teach you how to rest.",あなたは他人のためにあまりにも多くの光を運んできました。今、暗闇に休む方法を教えてもらいましょう。,لقد حملت الكثير من النور للآخرين. الآن ، دع الظلام يعلمك كيف ترتاح.,"Du hast zu viel Licht für andere getragen; jetzt lass dich von der Dunkelheit lehren, wie man sich ausruht.","Has llevado demasiada luz para otros; ahora, deja que la oscuridad te enseñe a descansar.","Vous avez porté trop de lumière pour les autres ; maintenant, laissez les ténèbres vous apprendre à vous reposer.","Você carregou muita luz para os outros; agora, deixe a escuridão ensiná-lo a descansar.",คุณมีแสงสว่างมากเกินไปสำหรับผู้อื่น ตอนนี้ให้ความมืดสอนวิธีพักผ่อน,"Bạn đã mang quá nhiều ánh sáng cho người khác; bây giờ, hãy để bóng tối dạy bạn cách nghỉ ngơi.",你爲別人帶來了太多的光明；現在，讓黑暗教你如何休息。,,,,,,,,,
Darkness fades — a long-kept wish will finally begin to take shape.,Darkness fades — a long-kept wish will finally begin to take shape.,暗闇が薄れていく-長年の願いがついに形を成し始める。,يتلاشى الظلام - ستبدأ الرغبة التي طال أمدها في التبلور أخيرًا.,Die Dunkelheit verblasst - ein lang gehegter Wunsch wird endlich Gestalt annehmen.,La oscuridad se desvanece: un deseo mantenido durante mucho tiempo finalmente comenzará a tomar forma.,L'obscurité s'estompe - un souhait longtemps gardé va enfin commencer à prendre forme.,A escuridão desaparece e um desejo prolongado finalmente começará a tomar forma.,ความมืดจางหายไป - ความปรารถนาที่มีมาช้านานจะเริ่มเป็นปเป็นร่างในที่สุด,Bóng tối mờ dần - một điều ước được lưu giữ từ lâu cuối cùng sẽ bắt đầu thành hình.,黑暗消退——一個長期保持的願望最終將開始成形。,,,,,,,,,
"The Moon’s Blessing: your emotions become your magic, turning love, pain, and longing into creation.","The Moon’s Blessing: your emotions become your magic, turning love, pain, and longing into creation.",月の祝福:あなたの感情はあなたの魔法になり、愛、痛み、そして切望を創造に変えます。,نعمة القمر: تصبح عواطفك سحرك ، وتحول الحب والألم والشوق إلى خلق.,"Der Segen des Mondes: Ihre Emotionen werden zu Ihrer Magie und verwandeln Liebe, Schmerz und Sehnsucht in Schöpfung.","La Bendición de la Luna: tus emociones se convierten en tu magia, convirtiendo el amor, el dolor y el anhelo en creación.","La bénédiction de la Lune : vos émotions deviennent votre magie, transformant l'amour, la douleur et le désir en création.","A Bênção da Lua: suas emoções se tornam sua magia, transformando amor, dor e saudade em criação.",พรของดวงจันทร์: อารมณ์ของคุณกลายเป็นเวทมนตร์ เปลี่ยนความรัก ความเจ็บปวด และความปรารถนาในการสร้าง,"Phước lành của Mặt trăng: cảm xúc của bạn trở thành phép thuật của bạn, biến tình yêu, nỗi đau và khao khát thành sự sáng tạo.",月亮的祝福：你的情感變成了你的魔法，把愛、痛苦和渴望變成了創造。,,,,,,,,,
Witch’s Forbidden Kiss,Witch’s Forbidden Kiss,魔女の禁断のキス,قبلة الساحرة المحرمة,Verbotener Kuss der Hexe,Beso Prohibido De La Bruja,Le baiser interdit de la sorcière,Beijo Proibido Da Bruxa,จูบต้องห้ามของแม่มด,Nụ hôn bị cấm của phù thủy,女巫的禁忌之吻,,,,,,,,,
I’m a Zombie,I’m a Zombie,私はゾンビです,انا زومبي,Ich bin ein Zombie,Soy un Zombi,Je suis un zombie,Eu sou um zumbi,ฉันเป็นซอมบี้,Tôi là một thây ma,我是殭屍,,,,,,,,,
"Chocolate Skull:bold and mysterious, you hide passion behind calm eyes and a fearless smile.","Chocolate Skull:bold and mysterious, you hide passion behind calm eyes and a fearless smile.",チョコレートスカル:大胆で神秘的なあなたは、穏やかな目と恐れを知らない笑顔の裏に情熱を隠しています。,جمجمة الشوكولاتة: جريئة وغامضة ، تخفي شغفك خلف عيون هادئة وابتسامة شجاعة.,Schokoladenschädel: Kühn und geheimnisvoll verstecken Sie Ihre Leidenschaft hinter ruhigen Augen und einem furchtlosen Lächeln.,"Calavera de Chocolate: audaz y misteriosa, escondes la pasión detrás de ojos tranquilos y una sonrisa intrépida.","Crâne en chocolat : audacieux et mystérieux, vous cachez votre passion derrière des yeux calmes et un sourire intrépide.","Crânio de Chocolate: ousado e misterioso, você esconde a paixão atrás de olhos calmos e um sorriso destemido.",กะโหลกช็อคโกแลต: กล้าหาญและลึกลับ คุณซ่อนความหลงใหลไว้เบื้องหลังดวงตาที่สงบและรอยที่กล้าหาญ,"Hộp sọ sô cô la: táo bạo và bí ẩn, bạn che giấu niềm đam mê đằng sau đôi mắt điềm tĩnh và nụ cười không sợ hãi.",巧克力骷髏：大膽而神祕，你平靜的眼睛和無畏的微笑背後隱藏着激情。,,,,,,,,,
Witch’s Trick:beware of temptation; not everything sweet is meant for you.,Witch’s Trick:beware of temptation; not everything sweet is meant for you.,魔女のトリック:誘惑に注意してください。すべての甘いものがあなたのために意図されているわけではありません。,خدعة الساحرة: احذر من الإغراء ؛ ليس كل شيء حلو مخصص لك.,Hexentrick: Hüte dich vor der Versuchung; nicht alles Süße ist für dich bestimmt.,Truco de bruja: cuidado con la tentación; no todo lo dulce es para ti.,Truc de sorcière : méfiez-vous de la tentation ; tout ce qui est sucré n'est pas fait pour vous.,Truque da Bruxa: cuidado com a tentação; nem tudo doce é feito para você.,เคล็ดลับของแม่มด: ระวังสิ่งล่อใจ ไม่ใช่ทุกสิ่งที่หวานมีไว้สำหรับคุณ,Mánh khóe phù thủy: hãy cẩn thận với sự cám dỗ; không phải mọi thứ ngọt ngào đều dành cho bạn.,女巫的詭計：當心誘惑；不是所有甜蜜的東西都是給你的。,,,,,,,,,
The ghosts of your past don’t haunt you.They guide you toward who you’re meant to become.,The ghosts of your past don’t haunt you.They guide you toward who you’re meant to become.,あなたの過去の幽霊はあなたを追いかけるのではなく、あなたがなるべき人物に導くのです。,أشباح ماضيك لا تطاردك ، إنها ترشدك نحو ما من المفترض أن تصبح عليه.,"Die Geister deiner Vergangenheit verfolgen dich nicht, sie führen dich zu dem, was du werden sollst.",Los fantasmas de tu pasado no te persiguen. Te guían hacia quien estás destinado a convertirte.,"Les fantômes de votre passé ne vous hantent pas, ils vous guident vers qui vous êtes censé devenir.",Os fantasmas do seu passado não o assombram. Eles o guiam em direção a quem você deveria se tornar.,ผีในอดีตของคุณไม่ได้หลอกหลอนคุณ พวกมันนำทางคุณไปสู่สิ่งที่คุณตั้งใจจะเป็น,Những bóng ma trong quá khứ của bạn không ám ảnh bạn. Chúng hướng dẫn bạn về con người mà bạn muốn trở thành.,你過去的幽靈不會困擾你。他們引導你走向你註定要成爲的人。,,,,,,,,,
Beware of illusions — something that shines may not be what it seems.,Beware of illusions — something that shines may not be what it seems.,幻想に注意してください-輝くものが見えるものと異なる場合があります。,احذر من الأوهام - فالشيء الذي يلمع قد لا يكون كما يبدو.,"Hüten Sie sich vor Illusionen - etwas, das glänzt, ist vielleicht nicht was es scheint.",Cuidado con las ilusiones: algo que brilla puede no ser lo que parece.,Méfiez-vous des illusions - quelque chose qui brille peut ne pas être ce qu'il semble.,Cuidado com as ilusões algo que brilha pode não ser o que parece.,ระวังภาพลวงตา - สิ่งที่เปล่งประกายอาจไม่ใช่สิ่งที่ดูเหมือน,Cẩn thận với ảo tưởng - thứ gì đó tỏa sáng có thể không giống như vẻ ngoài của nó.,當心幻覺——發光的東西可能不是看起來的那樣。,,,,,,,,,
"The Raven’s Sight: you sense fate before it happens, guided by intuition sharper than reason.","The Raven’s Sight: you sense fate before it happens, guided by intuition sharper than reason.",レイヴンズ・サイト:理性よりも鋭い直感に導かれ、運命が起こる前にそれを感じる。,مشهد الغراب: تشعر بالقدر قبل حدوثه ، مسترشدًا بالحدس أكثر حدة من العقل.,"The Raven 's Sight: Du spürst das Schicksal, bevor es passiert, geleitet von einer Intuition, die schärfer ist als die Vernunft.","La vista del cuervo: sientes el destino antes de que suceda, guiado por una intuición más aguda que la razón.","La vue du corbeau : vous sentez le destin avant qu'il n'arrive, guidé par une intuition plus tranchante que la raison.","A Visão do Corvo: você sente o destino antes que ele aconteça, guiado pela intuição mais aguda que a razão.",สายตาของกา: คุณสัมผัสได้ถึงโชคชะตาก่อนที่มันจะเกิดขึ้น นำโดยสัญชาตญาณที่คมชัดกว่าเหตุผล,"The Raven 's Sight: bạn cảm nhận được số phận trước khi nó xảy ra, được hướng dẫn bởi trực giác sắc bén hơn lý trí.",烏鴉之眼：你在命運發生之前就感覺到它，被比理性更敏銳的直覺所引導。,,,,,,,,,
Ghost’s Eternal Kiss,Ghost’s Eternal Kiss,幽霊の永遠のキス,قبلة الشبح الأبدية,Ewiger Kuss des Geistes,El Beso Eterno Del Fantasma,Le baiser éternel du fantôme,Beijo Eterno Do Fantasma,จูบนิรันดร์ของผี,Nụ hôn vĩnh cửu của ma,鬼魂的永恆之吻,,,,,,,,,
